Shipment ID,Origin Airport,Destination Airport,Shipment Weight (kg),Shipment Volume (m³),Freight Cost (USD),Mode of Transport,Carrier Name,Transit Time (hours),Temperature-Sensitive,Perishable Goods,Customs Clearance Time (hours),Weather Conditions,Day of Week,Delay Status
SHIP000228,ORD,NRT,56.17,32.66,106.18,Truck,Emirates Cargo,58,No,No,26,Clear,Monday,Delayed
SHIP000229,SFO,SIN,792.27,42.08,1497.67,Rail,DHL,66,Yes,Yes,5,Clear,Monday,On-Time
SHIP000230,MIA,CDG,232.28,11.61,439.09,Air,DHL,23,No,Yes,14,Clear,Wednesday,Delayed
SHIP000231,ORD,NRT,273.16,42.37,516.37,Air,FedEx,33,Yes,No,5,Clear,Saturday,On-Time
SHIP000232,JFK,SIN,102.58,22.49,193.91,Truck,FedEx,65,No,No,16,Clear,Friday,Delayed
SHIP000233,MIA,HKG,539.04,6.72,1018.97,Air,DHL,31,No,No,32,Clear,Wednesday,On-Time
SHIP000234,DFW,NRT,503.24,45.08,951.3,Air,FedEx,22,No,No,8,Clear,Friday,On-Time
SHIP000235,JFK,SIN,353.7,35.28,668.62,Air,FedEx,13,No,No,30,Foggy,Saturday,Delayed
SHIP000236,ORD,LHR,177.07,8.5,334.72,Air,DHL,21,No,No,45,Rainy,Sunday,On-Time
SHIP000237,LAX,LHR,839.57,12.4,1587.08,Air,Lufthansa Cargo,33,Yes,No,41,Clear,Saturday,On-Time
SHIP000238,ATL,DXB,877.61,13.52,1658.99,Truck,DHL,38,Yes,No,28,Clear,Saturday,Delayed
SHIP000239,SFO,SIN,545.17,48.17,1030.56,Truck,FedEx,44,Yes,No,19,Clear,Monday,Delayed
SHIP000240,ORD,CDG,251.78,44.32,475.95,Air,Lufthansa Cargo,34,Yes,No,9,Rainy,Monday,Delayed
SHIP000241,MIA,NRT,105.15,17.38,198.77,Air,FedEx,32,No,Yes,37,Clear,Wednesday,On-Time
SHIP000242,JFK,SYD,869.86,23.39,1644.34,Truck,UPS,48,Yes,No,22,Clear,Saturday,Delayed
SHIP000243,ATL,SYD,105.09,14.34,198.66,Air,FedEx,36,Yes,No,43,Foggy,Thursday,On-Time
SHIP000244,JFK,HKG,23.05,37.16,43.57,Air,Emirates Cargo,41,No,No,6,Stormy,Wednesday,On-Time
SHIP000245,MIA,DXB,474.7,8.14,897.35,Rail,Emirates Cargo,53,No,No,6,Clear,Thursday,On-Time
SHIP000246,JFK,SIN,733.96,17,1387.44,Air,FedEx,66,No,No,1,Clear,Wednesday,Delayed
SHIP000247,LAX,CDG,462.96,30.34,875.16,Air,FedEx,36,No,Yes,36,Clear,Friday,On-Time
SHIP000248,ATL,DXB,60.9,43.88,115.12,Rail,UPS,64,No,No,30,Rainy,Saturday,Delayed
SHIP000249,ATL,LHR,693.13,31.81,1310.26,Air,Lufthansa Cargo,41,No,No,8,Clear,Thursday,Delayed
SHIP000250,MIA,HKG,645.91,46.99,1220.99,Rail,Lufthansa Cargo,12,No,No,23,Stormy,Friday,On-Time
SHIP000251,SFO,NRT,684.71,46.55,1294.34,Truck,UPS,48,No,No,23,Clear,Tuesday,Delayed
SHIP000252,LAX,NRT,219.09,35.94,414.16,Air,DHL,23,No,Yes,3,Rainy,Wednesday,On-Time
SHIP000253,ORD,NRT,797.74,14.01,1508.01,Air,FedEx,28,No,No,25,Clear,Monday,On-Time
SHIP000254,JFK,SIN,484.38,34.19,915.65,Truck,FedEx,26,Yes,No,42,Clear,Monday,Delayed
SHIP000255,DFW,SYD,540.99,9.72,1022.66,Rail,Emirates Cargo,71,Yes,No,33,Clear,Tuesday,Delayed
SHIP000256,JFK,CDG,550.37,16.73,1040.39,Air,Emirates Cargo,69,Yes,No,4,Clear,Tuesday,On-Time
SHIP000257,JFK,NRT,293.94,37.92,555.65,Air,DHL,46,No,No,24,Clear,Tuesday,On-Time
SHIP000258,ORD,NRT,257.63,42.55,487.01,Air,Lufthansa Cargo,51,Yes,No,1,Clear,Monday,On-Time
SHIP000259,JFK,LHR,14.72,20.9,27.83,Air,Lufthansa Cargo,65,Yes,No,9,Clear,Wednesday,Delayed
SHIP000260,LAX,DXB,402.64,26.22,761.13,Air,Lufthansa Cargo,37,No,Yes,30,Clear,Monday,On-Time
SHIP000261,LAX,NRT,490.25,19.37,926.74,Rail,FedEx,60,No,No,38,Clear,Thursday,On-Time
SHIP000262,ATL,HKG,745.38,24.02,1409.03,Air,Emirates Cargo,54,No,No,6,Rainy,Wednesday,On-Time
SHIP000263,MIA,DXB,75.96,25.67,143.59,Air,FedEx,43,Yes,No,43,Clear,Sunday,On-Time
SHIP000264,SFO,SYD,924.75,34.62,1748.1,Truck,DHL,45,Yes,No,19,Rainy,Sunday,On-Time
SHIP000265,DFW,DXB,271.32,37.55,512.89,Air,UPS,47,No,No,15,Clear,Friday,Delayed
SHIP000266,JFK,CDG,373.05,48.75,705.19,Air,UPS,54,No,No,34,Rainy,Sunday,On-Time
SHIP000267,JFK,LHR,57.88,21.94,109.41,Rail,Lufthansa Cargo,35,No,No,29,Clear,Saturday,On-Time
SHIP000268,ORD,SIN,656.61,4.25,1241.22,Air,Emirates Cargo,30,No,No,3,Clear,Saturday,On-Time
SHIP000269,MIA,CDG,711.83,34.44,1345.61,Rail,DHL,65,No,No,3,Foggy,Thursday,Delayed
SHIP000270,LAX,SYD,929.5,24.96,1757.08,Air,FedEx,53,No,Yes,32,Clear,Saturday,Delayed
SHIP000271,DFW,HKG,343.46,42.07,649.26,Rail,DHL,6,No,No,45,Rainy,Tuesday,Delayed
SHIP000272,ATL,SYD,264.8,7.41,500.56,Air,DHL,10,No,Yes,31,Stormy,Thursday,On-Time
SHIP000273,LAX,SYD,728.83,32.28,1377.74,Air,DHL,23,No,No,29,Foggy,Tuesday,On-Time
SHIP000274,MIA,DXB,709.73,23.02,1341.64,Truck,Emirates Cargo,24,Yes,No,5,Clear,Thursday,Delayed
SHIP000275,SFO,HKG,937.75,21.02,1772.67,Air,DHL,70,No,No,2,Clear,Monday,Delayed
SHIP000276,ATL,CDG,213.27,28.29,403.15,Air,UPS,34,No,Yes,16,Rainy,Tuesday,On-Time
SHIP000277,SFO,SYD,708.24,34.24,1338.82,Air,Lufthansa Cargo,37,Yes,No,31,Rainy,Monday,On-Time
SHIP000278,ORD,CDG,76.2,42.56,144.04,Air,DHL,30,Yes,Yes,17,Stormy,Saturday,On-Time
SHIP000279,ORD,NRT,485.56,11.83,917.88,Truck,FedEx,66,No,No,9,Clear,Monday,Delayed
SHIP000280,JFK,NRT,128.2,14.73,242.34,Air,UPS,52,No,Yes,6,Rainy,Thursday,On-Time
SHIP000281,SFO,NRT,656.61,27.47,1241.22,Truck,DHL,19,No,Yes,16,Clear,Friday,On-Time
SHIP000282,MIA,SIN,605.45,17.39,1144.51,Air,Emirates Cargo,19,No,Yes,4,Stormy,Wednesday,Delayed
SHIP000283,DFW,DXB,58.34,28.46,110.28,Rail,DHL,62,No,Yes,37,Clear,Sunday,Delayed
SHIP000284,ATL,CDG,326.42,10.09,617.05,Air,Lufthansa Cargo,59,No,No,3,Clear,Sunday,On-Time
SHIP000285,LAX,NRT,401.08,15.45,758.18,Air,UPS,68,No,Yes,3,Rainy,Sunday,On-Time
SHIP000286,MIA,NRT,255.58,16.31,483.14,Truck,Lufthansa Cargo,43,No,No,24,Foggy,Thursday,Delayed
SHIP000287,MIA,HKG,48.28,49.62,91.27,Air,Lufthansa Cargo,46,No,No,5,Clear,Monday,Delayed
SHIP000288,ORD,SYD,325.63,42.73,615.55,Air,Emirates Cargo,7,No,No,39,Stormy,Wednesday,Delayed
SHIP000289,SFO,NRT,794.7,41.9,1502.26,Air,DHL,35,No,No,14,Rainy,Friday,On-Time
SHIP000290,JFK,SIN,366.51,25.73,692.83,Truck,Lufthansa Cargo,11,No,No,47,Clear,Wednesday,Delayed
SHIP000291,JFK,HKG,330.14,23.4,624.08,Air,UPS,26,No,No,28,Rainy,Sunday,Delayed
SHIP000292,ATL,DXB,942.34,3.6,1781.35,Truck,DHL,46,No,No,8,Foggy,Sunday,Delayed
SHIP000293,ORD,SIN,51.21,9.95,96.8,Air,Lufthansa Cargo,64,No,No,37,Clear,Monday,Delayed
SHIP000294,MIA,SIN,769.62,44.78,1454.85,Rail,FedEx,18,No,Yes,33,Clear,Saturday,On-Time
SHIP000295,DFW,SIN,488.26,26.33,922.98,Air,FedEx,57,No,No,19,Rainy,Thursday,Delayed
SHIP000296,ORD,SYD,945.02,49.37,1786.42,Air,FedEx,33,No,No,18,Clear,Monday,Delayed
SHIP000297,ATL,NRT,399.54,29.63,755.27,Truck,Lufthansa Cargo,23,No,No,43,Clear,Friday,On-Time
SHIP000298,ATL,LHR,710.96,18.94,1343.96,Air,Emirates Cargo,26,No,Yes,19,Clear,Thursday,On-Time
SHIP000299,ORD,SIN,79.24,13.78,149.79,Air,Lufthansa Cargo,31,No,No,35,Rainy,Saturday,On-Time
SHIP000300,ATL,HKG,929.48,45.93,1757.04,Air,UPS,48,Yes,No,13,Clear,Wednesday,Delayed
SHIP000301,ORD,HKG,351.1,18.6,663.7,Air,FedEx,37,No,No,35,Clear,Friday,Delayed
SHIP000302,LAX,DXB,528.76,7.39,999.54,Air,Lufthansa Cargo,18,No,Yes,45,Clear,Friday,Delayed
SHIP000303,ORD,CDG,147.1,13.99,278.07,Air,FedEx,22,Yes,Yes,17,Stormy,Wednesday,On-Time
SHIP000304,SFO,CDG,946.1,32.32,1788.46,Air,UPS,54,No,No,39,Rainy,Friday,Delayed
SHIP000305,ORD,LHR,676.24,6.74,1278.33,Rail,Emirates Cargo,46,No,No,44,Clear,Wednesday,On-Time
SHIP000306,ATL,SYD,63.41,4.67,119.87,Air,Emirates Cargo,37,No,No,24,Clear,Monday,On-Time
SHIP000307,SFO,NRT,163.65,22.94,309.36,Rail,Emirates Cargo,15,No,No,30,Clear,Thursday,Delayed
SHIP000308,ATL,SYD,405.84,4.27,767.18,Air,FedEx,69,No,No,20,Rainy,Tuesday,On-Time
SHIP000309,JFK,NRT,224.6,19.71,424.57,Truck,Lufthansa Cargo,38,Yes,Yes,41,Clear,Sunday,On-Time
SHIP000310,JFK,SIN,311.58,16.2,588.99,Rail,DHL,12,Yes,No,27,Rainy,Monday,On-Time
SHIP000311,SFO,NRT,997.52,19.63,1885.66,Truck,UPS,68,No,No,42,Clear,Sunday,Delayed
SHIP000312,LAX,LHR,662.06,24.44,1251.52,Air,FedEx,39,Yes,No,10,Clear,Tuesday,On-Time
SHIP000313,JFK,DXB,923,9.35,1744.79,Truck,UPS,50,No,No,27,Stormy,Tuesday,Delayed
SHIP000314,ORD,DXB,441.44,22.18,834.48,Air,FedEx,23,No,No,41,Clear,Friday,On-Time
SHIP000315,ATL,CDG,713.18,18.14,1348.16,Air,Emirates Cargo,67,No,No,11,Clear,Tuesday,Delayed
SHIP000316,JFK,DXB,465.09,39.79,879.18,Air,UPS,44,No,No,43,Clear,Wednesday,Delayed
SHIP000317,JFK,SIN,334.94,34.76,633.15,Rail,DHL,46,No,No,31,Clear,Tuesday,Delayed
SHIP000318,LAX,HKG,523.98,43.64,990.5,Air,Emirates Cargo,48,Yes,No,37,Rainy,Saturday,On-Time
SHIP000319,SFO,DXB,433.04,33.48,818.6,Truck,Emirates Cargo,50,No,No,17,Rainy,Wednesday,On-Time
SHIP000320,SFO,LHR,980.74,6.14,1853.94,Air,DHL,45,Yes,Yes,4,Clear,Wednesday,On-Time
SHIP000321,MIA,SIN,501.2,25.4,947.44,Rail,DHL,19,Yes,No,14,Stormy,Friday,Delayed
SHIP000322,LAX,DXB,813,37.15,1536.85,Truck,Emirates Cargo,21,No,No,44,Stormy,Friday,Delayed
SHIP000323,ORD,SYD,670.15,42.1,1266.82,Truck,DHL,56,No,No,34,Clear,Sunday,On-Time
SHIP000324,SFO,NRT,484.83,9.15,916.5,Air,Emirates Cargo,6,Yes,No,13,Clear,Friday,On-Time
SHIP000325,ATL,DXB,479.41,11.25,906.25,Air,Lufthansa Cargo,11,No,No,9,Clear,Sunday,On-Time
SHIP000326,LAX,SYD,348.47,43.13,658.73,Air,FedEx,23,Yes,No,25,Clear,Friday,On-Time
SHIP000327,JFK,SIN,115.91,24.32,219.11,Air,Lufthansa Cargo,58,Yes,No,4,Clear,Monday,Delayed
SHIP000328,ATL,DXB,763.85,22.68,1443.94,Truck,FedEx,9,No,No,22,Clear,Sunday,Delayed
SHIP000329,ATL,SYD,918.91,24.76,1737.06,Air,FedEx,30,No,No,12,Clear,Saturday,On-Time
SHIP000330,JFK,HKG,225.78,8.75,426.8,Air,Lufthansa Cargo,24,No,No,31,Foggy,Sunday,On-Time
SHIP000331,LAX,CDG,926.42,31.42,1751.26,Air,FedEx,16,Yes,No,1,Clear,Saturday,Delayed
SHIP000332,JFK,SIN,239.98,40.42,453.65,Air,FedEx,28,No,No,24,Stormy,Tuesday,Delayed
SHIP000333,MIA,SYD,534.78,41.87,1010.92,Air,Emirates Cargo,5,No,No,2,Clear,Monday,On-Time
SHIP000334,ATL,LHR,350.19,1.62,661.98,Air,FedEx,27,No,No,16,Clear,Friday,Delayed
SHIP000335,DFW,DXB,123.36,35.79,233.19,Air,DHL,13,No,No,38,Rainy,Sunday,On-Time
SHIP000336,DFW,SYD,62.31,4.65,117.79,Truck,FedEx,16,No,No,17,Stormy,Tuesday,On-Time
SHIP000337,ORD,NRT,371.69,48.35,702.62,Air,UPS,8,No,Yes,15,Stormy,Wednesday,On-Time
SHIP000338,SFO,SYD,56.87,24.16,107.5,Air,Emirates Cargo,59,No,Yes,12,Clear,Tuesday,Delayed
SHIP000339,JFK,SYD,113.16,38.79,213.91,Air,Emirates Cargo,63,No,No,39,Clear,Wednesday,On-Time
SHIP000340,JFK,NRT,150.87,31.13,285.2,Rail,FedEx,61,No,No,23,Clear,Sunday,Delayed
SHIP000341,ORD,CDG,11.9,47.6,22.5,Air,UPS,65,No,No,33,Clear,Sunday,Delayed
SHIP000342,ORD,NRT,161.72,48.69,305.71,Air,UPS,10,No,No,31,Clear,Saturday,On-Time
SHIP000343,ORD,NRT,581.51,14.02,1099.26,Rail,Emirates Cargo,48,No,No,29,Clear,Saturday,On-Time
SHIP000344,ATL,LHR,821.33,24.2,1552.6,Air,Lufthansa Cargo,65,No,No,33,Stormy,Friday,On-Time
SHIP000345,MIA,NRT,201.5,25.26,380.91,Rail,UPS,69,No,Yes,32,Clear,Monday,Delayed
SHIP000346,JFK,LHR,90.06,8.97,170.24,Air,FedEx,27,No,No,45,Clear,Thursday,On-Time
SHIP000347,ATL,HKG,732.22,45.21,1384.15,Air,DHL,58,No,No,23,Clear,Thursday,Delayed
SHIP000348,ORD,NRT,18.08,17.55,34.18,Air,Lufthansa Cargo,29,Yes,No,4,Clear,Thursday,On-Time
SHIP000349,JFK,CDG,736.82,4.46,1392.85,Air,FedEx,62,No,Yes,32,Rainy,Sunday,On-Time
SHIP000350,ATL,NRT,139.81,7.81,264.29,Air,FedEx,54,No,No,38,Clear,Wednesday,Delayed
SHIP000351,MIA,SYD,236,25.71,446.12,Air,Lufthansa Cargo,54,No,No,46,Clear,Monday,Delayed
SHIP000352,ATL,SIN,128.87,44.1,243.61,Air,DHL,58,Yes,No,5,Clear,Friday,Delayed
SHIP000353,MIA,CDG,254.86,31.45,481.77,Air,Lufthansa Cargo,19,No,No,45,Clear,Tuesday,On-Time
SHIP000354,ORD,NRT,800.19,10.82,1512.64,Truck,Emirates Cargo,54,No,No,40,Clear,Monday,On-Time
SHIP000355,MIA,CDG,141.22,14.91,266.95,Air,FedEx,57,No,No,6,Clear,Friday,Delayed
SHIP000356,JFK,LHR,994.22,48.8,1879.42,Air,Emirates Cargo,37,No,No,18,Stormy,Monday,Delayed
SHIP000357,ORD,HKG,333.83,2.74,631.05,Air,Emirates Cargo,23,Yes,Yes,20,Clear,Tuesday,On-Time
SHIP000358,JFK,HKG,922.75,49.72,1744.32,Rail,Emirates Cargo,53,No,No,4,Clear,Thursday,Delayed
SHIP000359,DFW,CDG,198.13,45.3,374.53,Truck,DHL,56,Yes,No,22,Clear,Tuesday,Delayed
SHIP000360,LAX,CDG,196.02,33.96,370.55,Air,FedEx,65,No,No,47,Rainy,Wednesday,On-Time
SHIP000361,MIA,NRT,569.68,47.17,1076.89,Air,Emirates Cargo,42,No,No,40,Rainy,Wednesday,On-Time
SHIP000362,LAX,DXB,60.09,7.71,113.59,Air,Emirates Cargo,25,No,No,2,Clear,Sunday,On-Time
SHIP000363,LAX,SYD,802.99,47.14,1517.93,Air,Emirates Cargo,56,No,No,5,Clear,Friday,Delayed
SHIP000364,MIA,LHR,445.22,10.71,841.62,Air,UPS,28,No,No,10,Clear,Sunday,On-Time
SHIP000365,ORD,SYD,702.2,27.36,1327.4,Rail,FedEx,43,No,Yes,14,Rainy,Sunday,On-Time
SHIP000366,DFW,SIN,182.89,24.49,345.73,Air,Emirates Cargo,33,Yes,Yes,31,Clear,Sunday,Delayed
SHIP000367,JFK,SIN,645.93,25.67,1221.03,Air,DHL,14,No,No,46,Foggy,Tuesday,On-Time
SHIP000368,ATL,HKG,598.13,13.44,1130.67,Air,UPS,21,Yes,No,15,Rainy,Saturday,On-Time
SHIP000369,JFK,LHR,758.1,39.05,1433.07,Air,UPS,37,Yes,No,24,Foggy,Monday,Delayed
SHIP000370,ATL,SYD,304.43,37.15,575.48,Air,Lufthansa Cargo,47,No,No,8,Rainy,Sunday,On-Time
SHIP000371,JFK,HKG,933.83,47.7,1765.26,Air,DHL,9,No,No,3,Clear,Thursday,Delayed
SHIP000372,MIA,SIN,961.69,25.4,1817.93,Truck,Lufthansa Cargo,50,No,No,35,Clear,Friday,Delayed
SHIP000373,DFW,CDG,869.44,27.45,1643.54,Truck,UPS,5,No,No,37,Clear,Sunday,On-Time
SHIP000374,ATL,LHR,576.31,45.18,1089.43,Air,Lufthansa Cargo,40,No,No,45,Clear,Friday,Delayed
SHIP000375,SFO,LHR,426.09,45.98,805.46,Rail,Lufthansa Cargo,66,No,Yes,21,Clear,Thursday,On-Time
SHIP000376,ORD,SYD,67.41,32.51,127.43,Rail,Lufthansa Cargo,25,Yes,No,21,Clear,Thursday,Delayed
SHIP000377,JFK,NRT,947.76,41.04,1791.6,Air,Emirates Cargo,25,No,No,4,Foggy,Tuesday,Delayed
SHIP000378,JFK,DXB,952.26,25.31,1800.1,Rail,UPS,19,Yes,No,28,Rainy,Saturday,Delayed
SHIP000379,ATL,SYD,28.5,19.47,53.87,Truck,Lufthansa Cargo,54,No,No,28,Rainy,Thursday,Delayed
SHIP000380,ORD,CDG,363.32,43.22,686.8,Air,DHL,57,No,Yes,20,Clear,Tuesday,Delayed
SHIP000381,ORD,NRT,881.24,38.89,1665.85,Air,Emirates Cargo,32,No,No,47,Clear,Tuesday,Delayed
SHIP000382,MIA,NRT,90.04,12.2,170.21,Air,UPS,21,No,No,38,Clear,Monday,On-Time
SHIP000383,SFO,NRT,204.6,2.48,386.77,Air,UPS,46,No,No,2,Rainy,Saturday,Delayed
SHIP000384,MIA,CDG,978.89,28.32,1850.44,Rail,FedEx,62,Yes,No,17,Clear,Friday,On-Time
SHIP000385,MIA,HKG,848.82,42.1,1604.57,Rail,UPS,42,No,No,24,Rainy,Saturday,On-Time
SHIP000386,MIA,LHR,912.94,12.44,1725.77,Air,Lufthansa Cargo,68,Yes,No,22,Rainy,Saturday,On-Time
SHIP000387,MIA,HKG,150.73,38.39,284.93,Air,FedEx,50,No,No,24,Clear,Sunday,On-Time
SHIP000388,MIA,CDG,219.2,20.76,414.36,Truck,UPS,67,No,Yes,26,Clear,Thursday,Delayed
SHIP000389,DFW,DXB,609.36,16.85,1151.9,Air,Emirates Cargo,48,No,No,42,Clear,Sunday,On-Time
SHIP000390,ORD,LHR,506.72,8.72,957.88,Air,UPS,44,No,Yes,5,Clear,Thursday,On-Time
SHIP000391,MIA,CDG,305.52,46.72,577.54,Air,Emirates Cargo,15,No,No,6,Stormy,Tuesday,On-Time
SHIP000392,ORD,DXB,885.01,11.36,1672.98,Air,UPS,28,No,No,29,Rainy,Sunday,Delayed
SHIP000393,ORD,SYD,902.37,14.03,1705.79,Air,UPS,18,Yes,No,2,Rainy,Sunday,On-Time
SHIP000394,LAX,SIN,298.77,16.64,564.78,Air,Lufthansa Cargo,69,No,No,29,Clear,Sunday,Delayed
SHIP000395,DFW,NRT,164.2,14.3,310.4,Air,UPS,18,No,No,45,Clear,Friday,Delayed
SHIP000396,MIA,CDG,157.6,8.23,297.92,Rail,Lufthansa Cargo,9,No,No,4,Stormy,Wednesday,On-Time
SHIP000397,JFK,SIN,489.58,17.79,925.48,Air,FedEx,60,No,No,18,Rainy,Monday,Delayed
SHIP000398,ATL,HKG,141.59,23.64,267.65,Air,UPS,71,No,No,32,Clear,Tuesday,On-Time
SHIP000399,SFO,SIN,478.61,27.63,904.74,Air,Lufthansa Cargo,53,No,No,26,Clear,Tuesday,On-Time
SHIP000400,JFK,CDG,467.31,7.91,883.38,Air,Emirates Cargo,62,No,No,20,Rainy,Tuesday,On-Time
SHIP000401,DFW,SIN,885.27,38.99,1673.47,Air,FedEx,42,No,No,28,Clear,Sunday,On-Time
SHIP000402,ATL,NRT,303.25,15.65,573.25,Air,FedEx,52,No,No,2,Clear,Wednesday,Delayed
SHIP000403,DFW,LHR,565.05,45.91,1068.14,Air,Emirates Cargo,34,No,Yes,37,Stormy,Saturday,On-Time
SHIP000404,ORD,CDG,746.06,16.54,1410.31,Air,FedEx,26,Yes,No,18,Clear,Wednesday,Delayed
SHIP000405,ATL,DXB,599.96,43.16,1134.13,Air,Emirates Cargo,46,Yes,No,39,Clear,Sunday,Delayed
SHIP000406,ORD,SIN,954.53,17.69,1804.39,Air,DHL,66,No,No,46,Foggy,Wednesday,On-Time
SHIP000407,JFK,LHR,606.25,25.34,1146.02,Truck,Lufthansa Cargo,28,No,No,22,Clear,Thursday,On-Time
SHIP000408,JFK,NRT,902.84,18.68,1706.68,Truck,UPS,15,No,No,25,Stormy,Sunday,Delayed
SHIP000409,ATL,HKG,252.61,19.42,477.52,Truck,FedEx,11,Yes,Yes,36,Clear,Saturday,On-Time
SHIP000410,ATL,HKG,565.15,30.97,1068.33,Air,DHL,26,No,No,3,Clear,Wednesday,On-Time
SHIP000411,MIA,NRT,547.87,34.68,1035.67,Air,Emirates Cargo,35,Yes,Yes,43,Stormy,Saturday,On-Time
SHIP000412,DFW,SIN,989.56,43.54,1870.61,Air,UPS,63,No,No,8,Clear,Thursday,Delayed
SHIP000413,MIA,HKG,212.46,28.5,401.62,Rail,Emirates Cargo,44,Yes,No,3,Clear,Saturday,On-Time
SHIP000414,DFW,DXB,149.58,10.92,282.76,Truck,Emirates Cargo,7,Yes,Yes,27,Clear,Thursday,On-Time
SHIP000415,MIA,CDG,615.56,49.48,1163.62,Air,Emirates Cargo,46,Yes,No,37,Clear,Thursday,Delayed
SHIP000416,ORD,LHR,231.46,34.22,437.54,Rail,FedEx,21,No,No,31,Rainy,Wednesday,On-Time
SHIP000417,ATL,SYD,642.76,18.8,1215.04,Air,DHL,8,Yes,No,2,Clear,Sunday,Delayed
SHIP000418,JFK,SIN,972.76,48.41,1838.86,Rail,FedEx,12,Yes,No,24,Clear,Friday,Delayed
SHIP000419,DFW,HKG,947.04,47.93,1790.24,Air,UPS,28,Yes,No,39,Rainy,Saturday,Delayed
SHIP000420,DFW,CDG,238.79,4.07,451.4,Rail,DHL,45,No,No,18,Clear,Saturday,On-Time
SHIP000421,JFK,SYD,179.19,1.09,338.73,Air,UPS,60,Yes,No,30,Clear,Thursday,Delayed
SHIP000422,MIA,DXB,565.13,2.32,1068.29,Air,FedEx,32,No,No,17,Clear,Thursday,Delayed
SHIP000423,DFW,HKG,590.91,34.3,1117.03,Air,Lufthansa Cargo,38,No,No,5,Foggy,Saturday,On-Time
SHIP000424,SFO,HKG,665.63,35.57,1258.27,Air,Lufthansa Cargo,8,No,No,4,Clear,Tuesday,Delayed
SHIP000425,ORD,LHR,744.08,36.23,1406.57,Air,DHL,22,No,No,1,Clear,Sunday,Delayed
SHIP000426,ATL,DXB,604.95,31.55,1143.57,Air,Lufthansa Cargo,38,No,No,43,Clear,Monday,Delayed
SHIP000427,JFK,DXB,120.64,14.35,228.05,Air,Emirates Cargo,32,Yes,No,16,Foggy,Saturday,On-Time
SHIP000428,ATL,SIN,792.26,8.44,1497.65,Air,Lufthansa Cargo,42,No,Yes,28,Clear,Thursday,Delayed
SHIP000429,SFO,SYD,88.72,46.4,167.71,Rail,Lufthansa Cargo,33,No,No,36,Rainy,Monday,Delayed
SHIP000430,DFW,LHR,29.79,45.67,56.31,Air,Emirates Cargo,40,No,No,47,Clear,Wednesday,On-Time
SHIP000431,DFW,SIN,771.96,12.2,1459.27,Rail,Emirates Cargo,47,No,Yes,43,Clear,Wednesday,On-Time
SHIP000432,SFO,LHR,552.87,8.48,1045.12,Air,UPS,10,Yes,Yes,4,Clear,Tuesday,Delayed
SHIP000433,JFK,DXB,701.61,18.83,1326.29,Air,FedEx,56,No,No,4,Foggy,Monday,Delayed
SHIP000434,ORD,LHR,388.92,2.52,735.19,Truck,DHL,43,No,No,20,Clear,Sunday,On-Time
SHIP000435,LAX,LHR,20.98,8.19,39.66,Air,Emirates Cargo,18,No,Yes,45,Clear,Saturday,On-Time
SHIP000436,JFK,LHR,337.71,19.08,638.39,Air,DHL,49,No,No,29,Stormy,Friday,Delayed
SHIP000437,LAX,CDG,612.05,12.01,1156.99,Truck,UPS,49,No,No,31,Clear,Friday,Delayed
SHIP000438,SFO,CDG,233.45,36.87,441.3,Truck,Lufthansa Cargo,14,No,No,6,Clear,Saturday,Delayed
SHIP000439,MIA,SYD,690.93,45.26,1306.1,Air,FedEx,11,No,Yes,5,Clear,Wednesday,On-Time
SHIP000440,LAX,SYD,796.46,45.47,1505.59,Rail,FedEx,20,No,No,2,Clear,Wednesday,Delayed
SHIP000441,ORD,NRT,459.72,30.25,869.03,Air,Emirates Cargo,18,No,No,38,Foggy,Sunday,Delayed
SHIP000442,MIA,DXB,876.96,35.2,1657.76,Rail,Lufthansa Cargo,30,No,No,47,Rainy,Monday,Delayed
SHIP000443,LAX,LHR,856.27,24.75,1618.65,Air,FedEx,46,No,Yes,41,Clear,Monday,On-Time
SHIP000444,SFO,DXB,879.28,7.42,1662.15,Truck,DHL,69,Yes,No,34,Clear,Sunday,On-Time
SHIP000445,MIA,CDG,664.43,31.79,1256,Air,Lufthansa Cargo,55,No,Yes,29,Foggy,Monday,Delayed
SHIP000446,SFO,LHR,311.74,17.56,589.3,Air,Emirates Cargo,67,Yes,No,44,Clear,Monday,On-Time
SHIP000447,LAX,SIN,486.44,0.39,919.54,Air,DHL,6,No,No,14,Clear,Sunday,Delayed
SHIP000448,SFO,CDG,713.41,28.79,1348.59,Air,FedEx,8,No,Yes,18,Stormy,Wednesday,Delayed
SHIP000449,ORD,CDG,218.46,10,412.97,Air,DHL,66,No,No,20,Clear,Friday,Delayed
SHIP000450,LAX,CDG,741.46,44.34,1401.62,Truck,Lufthansa Cargo,47,Yes,No,21,Clear,Friday,Delayed
SHIP000451,LAX,NRT,552.61,46.7,1044.63,Air,DHL,50,No,No,41,Clear,Friday,On-Time
SHIP000452,LAX,LHR,105.06,8.19,198.6,Air,Emirates Cargo,18,No,Yes,40,Clear,Thursday,On-Time
SHIP000453,JFK,SYD,561.71,1.57,1061.83,Air,FedEx,47,No,No,25,Clear,Tuesday,Delayed
SHIP000454,JFK,HKG,76.11,0.3,143.87,Air,DHL,5,Yes,Yes,11,Clear,Tuesday,Delayed
SHIP000455,JFK,SIN,24.16,45.66,45.67,Air,DHL,32,No,Yes,32,Rainy,Monday,Delayed
